IDS_PROPITEM_TXT_000000	一般
IDS_PROPITEM_TXT_003592	路丝靴
IDS_PROPITEM_TXT_003593	
IDS_PROPITEM_TXT_003594	伊萝靴
IDS_PROPITEM_TXT_003595	
IDS_PROPITEM_TXT_003596	利迪亚靴
IDS_PROPITEM_TXT_003597	
IDS_PROPITEM_TXT_003598	蕾那靴
IDS_PROPITEM_TXT_003599	
IDS_PROPITEM_TXT_003600	玛伊靴
IDS_PROPITEM_TXT_003601	
IDS_PROPITEM_TXT_003602	卡蒂亚靴
IDS_PROPITEM_TXT_003603	
IDS_PROPITEM_TXT_003604	米丝蒂靴
IDS_PROPITEM_TXT_003605	
IDS_PROPITEM_TXT_003606	黛安娜靴
IDS_PROPITEM_TXT_003607	
IDS_PROPITEM_TXT_003608	月光靴
IDS_PROPITEM_TXT_003609	
IDS_PROPITEM_TXT_003610	比鲁高靴
IDS_PROPITEM_TXT_003611	
IDS_PROPITEM_TXT_003612	蓝月靴
IDS_PROPITEM_TXT_003613	
IDS_PROPITEM_TXT_003614	妲奴靴
IDS_PROPITEM_TXT_003615	
IDS_PROPITEM_TXT_003616	伊鲁靴
IDS_PROPITEM_TXT_003617	
IDS_PROPITEM_TXT_003618	露汀靴
IDS_PROPITEM_TXT_003619	
IDS_PROPITEM_TXT_003620	兰席莲靴
IDS_PROPITEM_TXT_003621	
IDS_PROPITEM_TXT_003622	席蕾儿靴
IDS_PROPITEM_TXT_003623	
IDS_PROPITEM_TXT_003624	金可靴
IDS_PROPITEM_TXT_003625	
IDS_PROPITEM_TXT_003626	赛莲靴
IDS_PROPITEM_TXT_003627	
IDS_PROPITEM_TXT_003628	普斯斐靴
IDS_PROPITEM_TXT_003629	
IDS_PROPITEM_TXT_003630	克比奇丝靴
IDS_PROPITEM_TXT_003631	
IDS_PROPITEM_TXT_003632	卡波纳卡靴
IDS_PROPITEM_TXT_003633	
IDS_PROPITEM_TXT_003634	得克鲁靴
IDS_PROPITEM_TXT_003635	
IDS_PROPITEM_TXT_003636	幻斯奴佩靴
IDS_PROPITEM_TXT_003637	
IDS_PROPITEM_TXT_003638	里摩蔻靴
IDS_PROPITEM_TXT_003639	
IDS_PROPITEM_TXT_003640	优蓝靴
IDS_PROPITEM_TXT_003641	
IDS_PROPITEM_TXT_003642	艾尔缇靴
IDS_PROPITEM_TXT_003643	
IDS_PROPITEM_TXT_003644	斯米佛靴
IDS_PROPITEM_TXT_003645	
IDS_PROPITEM_TXT_003646	爱布靴
IDS_PROPITEM_TXT_003647	
IDS_PROPITEM_TXT_003648	兰依特靴
IDS_PROPITEM_TXT_003649	
IDS_PROPITEM_TXT_003650	席亚纳斯靴
IDS_PROPITEM_TXT_003651	
IDS_PROPITEM_TXT_003652	休比乐因靴
IDS_PROPITEM_TXT_003653	
IDS_PROPITEM_TXT_003654	安杰内尔靴
IDS_PROPITEM_TXT_003655	
IDS_PROPITEM_TXT_003656	帕贺蓝靴
IDS_PROPITEM_TXT_003657	
IDS_PROPITEM_TXT_003658	尚姆特帽
IDS_PROPITEM_TXT_003659	
IDS_PROPITEM_TXT_003660	尚姆特衣
IDS_PROPITEM_TXT_003661	
IDS_PROPITEM_TXT_003662	尚姆特手套
IDS_PROPITEM_TXT_003663	
IDS_PROPITEM_TXT_003664	尚姆特靴
IDS_PROPITEM_TXT_003665	
IDS_PROPITEM_TXT_003666	洛莎迪安帽
IDS_PROPITEM_TXT_003667	
IDS_PROPITEM_TXT_003668	洛莎迪安衣
IDS_PROPITEM_TXT_003669	
IDS_PROPITEM_TXT_003670	洛莎迪安手套
IDS_PROPITEM_TXT_003671	
IDS_PROPITEM_TXT_003672	洛莎迪安靴
IDS_PROPITEM_TXT_003673	
IDS_PROPITEM_TXT_003674	傅杰帽
IDS_PROPITEM_TXT_003675	
IDS_PROPITEM_TXT_003676	傅杰衣
IDS_PROPITEM_TXT_003677	
IDS_PROPITEM_TXT_003678	傅杰手套
IDS_PROPITEM_TXT_003679	
IDS_PROPITEM_TXT_003680	傅杰靴
IDS_PROPITEM_TXT_003681	
IDS_PROPITEM_TXT_003682	雪莱因帽
IDS_PROPITEM_TXT_003683	
IDS_PROPITEM_TXT_003684	雪莱因衣
IDS_PROPITEM_TXT_003685	
IDS_PROPITEM_TXT_003686	雪莱因手套
IDS_PROPITEM_TXT_003687	
IDS_PROPITEM_TXT_003688	雪莱因靴
IDS_PROPITEM_TXT_003689	
IDS_PROPITEM_TXT_003690	安多拉帽
IDS_PROPITEM_TXT_003691	
IDS_PROPITEM_TXT_003692	安多拉衣
IDS_PROPITEM_TXT_003693	
IDS_PROPITEM_TXT_003694	安多拉手套
IDS_PROPITEM_TXT_003695	
IDS_PROPITEM_TXT_003696	安多拉靴
IDS_PROPITEM_TXT_003697	
IDS_PROPITEM_TXT_003698	赛雷德帽
IDS_PROPITEM_TXT_003699	
IDS_PROPITEM_TXT_003700	赛雷德衣
IDS_PROPITEM_TXT_003701	
IDS_PROPITEM_TXT_003702	赛雷德手套
IDS_PROPITEM_TXT_003703	
IDS_PROPITEM_TXT_003704	赛雷德靴
IDS_PROPITEM_TXT_003705	
IDS_PROPITEM_TXT_003706	萝兰特帽子
IDS_PROPITEM_TXT_003707	
IDS_PROPITEM_TXT_003708	萝兰特衣
IDS_PROPITEM_TXT_003709	
IDS_PROPITEM_TXT_003710	萝兰特手套
IDS_PROPITEM_TXT_003711	
IDS_PROPITEM_TXT_003712	萝兰特靴子
IDS_PROPITEM_TXT_003713	
IDS_PROPITEM_TXT_003714	萝莉安特帽子
IDS_PROPITEM_TXT_003715	
IDS_PROPITEM_TXT_003716	萝莉安特衣
IDS_PROPITEM_TXT_003717	
IDS_PROPITEM_TXT_003718	萝莉安特手套
IDS_PROPITEM_TXT_003719	
IDS_PROPITEM_TXT_003720	萝莉安特靴子
IDS_PROPITEM_TXT_003721	
IDS_PROPITEM_TXT_003722	德拉特长剑
IDS_PROPITEM_TXT_003723	
IDS_PROPITEM_TXT_003724	坦特勒斧
IDS_PROPITEM_TXT_003725	
IDS_PROPITEM_TXT_003726	亚克迪法棒
IDS_PROPITEM_TXT_003727	
IDS_PROPITEM_TXT_003728	凯乐文法杖
IDS_PROPITEM_TXT_003729	
IDS_PROPITEM_TXT_003730	杉梅尔令牌
IDS_PROPITEM_TXT_003731	
IDS_PROPITEM_TXT_003732	雅卡塔尔因拳套
IDS_PROPITEM_TXT_003733	
IDS_PROPITEM_TXT_003734	木盾
IDS_PROPITEM_TXT_003735	
IDS_PROPITEM_TXT_003736	高级木盾
IDS_PROPITEM_TXT_003737	
IDS_PROPITEM_TXT_003738	巴克圆盾
IDS_PROPITEM_TXT_003739	
IDS_PROPITEM_TXT_003740	劳德圆盾
IDS_PROPITEM_TXT_003741	
IDS_PROPITEM_TXT_003742	贾德金盾
IDS_PROPITEM_TXT_003743	
IDS_PROPITEM_TXT_003744	帝诺金盾
IDS_PROPITEM_TXT_003745	
IDS_PROPITEM_TXT_003746	陶特圆盾
IDS_PROPITEM_TXT_003747	
IDS_PROPITEM_TXT_003748	使帕克圆盾
IDS_PROPITEM_TXT_003749	
IDS_PROPITEM_TXT_003750	斯凯伊盾
IDS_PROPITEM_TXT_003751	
IDS_PROPITEM_TXT_003752	修雷音盾
IDS_PROPITEM_TXT_003753	
IDS_PROPITEM_TXT_003754	纳因盾
IDS_PROPITEM_TXT_003755	
IDS_PROPITEM_TXT_003756	采罗盾
IDS_PROPITEM_TXT_003757	
IDS_PROPITEM_TXT_003758	德雷因盾
IDS_PROPITEM_TXT_003759	
IDS_PROPITEM_TXT_003760	玻德斯盾
IDS_PROPITEM_TXT_003761	
IDS_PROPITEM_TXT_003762	克罗斯盾
IDS_PROPITEM_TXT_003763	
IDS_PROPITEM_TXT_003764	普拉斯盾
IDS_PROPITEM_TXT_003765	
IDS_PROPITEM_TXT_003766	塔威盾
IDS_PROPITEM_TXT_003767	
IDS_PROPITEM_TXT_003768	布雷特盾
IDS_PROPITEM_TXT_003769	
IDS_PROPITEM_TXT_003770	海特盾
IDS_PROPITEM_TXT_003771	
IDS_PROPITEM_TXT_003772	凯特盾
IDS_PROPITEM_TXT_003773	
IDS_PROPITEM_TXT_003774	星盾
IDS_PROPITEM_TXT_003775	
IDS_PROPITEM_TXT_003776	艾特盾
IDS_PROPITEM_TXT_003777	
IDS_PROPITEM_TXT_003778	克丽珊德盾
IDS_PROPITEM_TXT_003779	
IDS_PROPITEM_TXT_003780	卡米特盾
IDS_PROPITEM_TXT_003781	
IDS_PROPITEM_TXT_003782	路西德盾
IDS_PROPITEM_TXT_003783	
IDS_PROPITEM_TXT_003784	艾希克盾
IDS_PROPITEM_TXT_003785	
IDS_PROPITEM_TXT_003786	希拉伦之盾
IDS_PROPITEM_TXT_003787	
IDS_PROPITEM_TXT_003788	高尔法陆盾
IDS_PROPITEM_TXT_003789	
IDS_PROPITEM_TXT_003790	鲁高雅之盾
IDS_PROPITEM_TXT_003791	
IDS_PROPITEM_TXT_003792	多莉安之盾
IDS_PROPITEM_TXT_003793	
IDS_PROPITEM_TXT_003794	凯塌高富之盾
IDS_PROPITEM_TXT_003795	
IDS_PROPITEM_TXT_003796	玺来丁之盾
IDS_PROPITEM_TXT_003797	可增加30%的雷抵抗力的盾
IDS_PROPITEM_TXT_003798	高利安之盾
IDS_PROPITEM_TXT_003799	可增加30%的水抵抗力的盾
IDS_PROPITEM_TXT_003800	路肯西亚之盾
IDS_PROPITEM_TXT_003801	可增加30%的火抵抗力的盾
IDS_PROPITEM_TXT_003802	陶滨之盾
IDS_PROPITEM_TXT_003803	可增加30%的风抵抗力的盾
IDS_PROPITEM_TXT_003804	凯特普之盾
IDS_PROPITEM_TXT_003805	可增加30%的地抵抗力的盾
IDS_PROPITEM_TXT_003806	特利缇长剑
IDS_PROPITEM_TXT_003807	克服自我恐惧者之剑
IDS_PROPITEM_TXT_003808	特利缇斧
IDS_PROPITEM_TXT_003809	克服自我恐惧者之斧头
IDS_PROPITEM_TXT_003810	特利缇法棒
IDS_PROPITEM_TXT_003811	克服自我恐惧者之法棒
IDS_PROPITEM_TXT_003812	特利缇全套
IDS_PROPITEM_TXT_003813	克服自我恐惧者之拳套
IDS_PROPITEM_TXT_003814	特利缇法杖
IDS_PROPITEM_TXT_003815	克服自我恐惧者之法杖
IDS_PROPITEM_TXT_003816	特利缇溜刃
IDS_PROPITEM_TXT_003817	让怪兽们感到恐怖的溜刃
IDS_PROPITEM_TXT_003818	特利缇弓
IDS_PROPITEM_TXT_003819	让怪兽们感到恐怖的弓
IDS_PROPITEM_TXT_003820	特利缇令牌
IDS_PROPITEM_TXT_003821	克服自我恐惧者之令牌
IDS_PROPITEM_TXT_003822	无惧之剑
IDS_PROPITEM_TXT_003823	
IDS_PROPITEM_TXT_003824	无惧之斧
IDS_PROPITEM_TXT_003825	
IDS_PROPITEM_TXT_003826	无惧的魔棒
IDS_PROPITEM_TXT_003827	
IDS_PROPITEM_TXT_003828	无惧的拳套
IDS_PROPITEM_TXT_003829	
IDS_PROPITEM_TXT_003830	无惧的法杖
IDS_PROPITEM_TXT_003831	
IDS_PROPITEM_TXT_003832	无惧的令牌
IDS_PROPITEM_TXT_003833	
IDS_PROPITEM_TXT_003834	波哥的剑
IDS_PROPITEM_TXT_003835	
IDS_PROPITEM_TXT_003836	路达的斧头
IDS_PROPITEM_TXT_003837	
IDS_PROPITEM_TXT_003838	闪耀之剑
IDS_PROPITEM_TXT_003839	
IDS_PROPITEM_TXT_003840	布鲁狼的指夹
IDS_PROPITEM_TXT_003841	
IDS_PROPITEM_TXT_003842	无敌铁拳
IDS_PROPITEM_TXT_003843	
IDS_PROPITEM_TXT_003844	时空毁灭者的钢铁
IDS_PROPITEM_TXT_003845	
IDS_PROPITEM_TXT_003846	银翅膀之剑
IDS_PROPITEM_TXT_003847	
IDS_PROPITEM_TXT_003848	元素斧
IDS_PROPITEM_TXT_003849	
IDS_PROPITEM_TXT_003850	切断器
IDS_PROPITEM_TXT_003851	
IDS_PROPITEM_TXT_003852	钢铁拳套
IDS_PROPITEM_TXT_003853	
IDS_PROPITEM_TXT_003854	报应之拳
IDS_PROPITEM_TXT_003855	
IDS_PROPITEM_TXT_003856	伊普里司的玩具
IDS_PROPITEM_TXT_003857	
IDS_PROPITEM_TXT_003858	暴气溜刃
IDS_PROPITEM_TXT_003859	
IDS_PROPITEM_TXT_003860	时空毁灭者的玩具
IDS_PROPITEM_TXT_003861	
IDS_PROPITEM_TXT_003862	精明的弓箭
IDS_PROPITEM_TXT_003863	
IDS_PROPITEM_TXT_003864	精灵弓箭
IDS_PROPITEM_TXT_003865	
IDS_PROPITEM_TXT_003866	血气腾腾的弓箭
IDS_PROPITEM_TXT_003867	
IDS_PROPITEM_TXT_003868	布拉里法棒
IDS_PROPITEM_TXT_003869	
IDS_PROPITEM_TXT_003870	圣音特法棒
IDS_PROPITEM_TXT_003871	
IDS_PROPITEM_TXT_003872	罗莉托的法棒
IDS_PROPITEM_TXT_003873	
IDS_PROPITEM_TXT_003874	雷之法杖
IDS_PROPITEM_TXT_003875	
IDS_PROPITEM_TXT_003876	地之法杖
IDS_PROPITEM_TXT_003877	
IDS_PROPITEM_TXT_003878	黎席斯庭院的树枝
IDS_PROPITEM_TXT_003879	
IDS_PROPITEM_TXT_003880	鹿爱娜令牌
IDS_PROPITEM_TXT_003881	
IDS_PROPITEM_TXT_003882	燃烧之杖
IDS_PROPITEM_TXT_003883	
IDS_PROPITEM_TXT_003884	偪巴噜纳之杖
IDS_PROPITEM_TXT_003885	
IDS_PROPITEM_TXT_003886	守护之剑
IDS_PROPITEM_TXT_003887	
IDS_PROPITEM_TXT_003888	守护之大剑
IDS_PROPITEM_TXT_003889	
IDS_PROPITEM_TXT_003890	守护之斧头
IDS_PROPITEM_TXT_003891	
IDS_PROPITEM_TXT_003892	守护之双手斧
IDS_PROPITEM_TXT_003893	
IDS_PROPITEM_TXT_003894	守护之拳套
IDS_PROPITEM_TXT_003895	
IDS_PROPITEM_TXT_003896	守护之法棒
IDS_PROPITEM_TXT_003897	
IDS_PROPITEM_TXT_003898	守护之法杖
IDS_PROPITEM_TXT_003899	
IDS_PROPITEM_TXT_003900	守护之令牌
IDS_PROPITEM_TXT_003901	
IDS_PROPITEM_TXT_003902	守护之弓箭
IDS_PROPITEM_TXT_003903	
IDS_PROPITEM_TXT_003904	守护之溜刃
IDS_PROPITEM_TXT_003905	
IDS_PROPITEM_TXT_003906	意义之剑
IDS_PROPITEM_TXT_003907	
IDS_PROPITEM_TXT_003908	意义之大剑
IDS_PROPITEM_TXT_003909	
IDS_PROPITEM_TXT_003910	意义之斧头
IDS_PROPITEM_TXT_003911	
IDS_PROPITEM_TXT_003912	意义之双手斧
IDS_PROPITEM_TXT_003913	
IDS_PROPITEM_TXT_003914	意义之拳套
IDS_PROPITEM_TXT_003915	
IDS_PROPITEM_TXT_003916	意义之法棒
IDS_PROPITEM_TXT_003917	
IDS_PROPITEM_TXT_003918	意义之法杖
IDS_PROPITEM_TXT_003919	
IDS_PROPITEM_TXT_003920	意义之令牌
IDS_PROPITEM_TXT_003921	
IDS_PROPITEM_TXT_003922	意义之弓箭
IDS_PROPITEM_TXT_003923	
IDS_PROPITEM_TXT_003924	意义之溜刃
IDS_PROPITEM_TXT_003925	
IDS_PROPITEM_TXT_003926	天使遗失的剑
IDS_PROPITEM_TXT_003927	
IDS_PROPITEM_TXT_003928	天使遗失大剑
IDS_PROPITEM_TXT_003929	
IDS_PROPITEM_TXT_003930	天使砍树的斧头
IDS_PROPITEM_TXT_003931	
IDS_PROPITEM_TXT_003932	天使砍树的双手斧
IDS_PROPITEM_TXT_003933	
IDS_PROPITEM_TXT_003934	天使使用的拳套
IDS_PROPITEM_TXT_003935	
IDS_PROPITEM_TXT_003936	天使喜欢的法棒
IDS_PROPITEM_TXT_003937	
IDS_PROPITEM_TXT_003938	天使遗失的法杖
IDS_PROPITEM_TXT_003939	
IDS_PROPITEM_TXT_003940	天使所祝福的令牌
IDS_PROPITEM_TXT_003941	
IDS_PROPITEM_TXT_003942	天使使用的弓箭
IDS_PROPITEM_TXT_003943	
IDS_PROPITEM_TXT_003944	天使玩的溜刃
IDS_PROPITEM_TXT_003945	
IDS_PROPITEM_TXT_003946	传说中的黄金剑
IDS_PROPITEM_TXT_003947	
IDS_PROPITEM_TXT_003948	传说中的黄金大剑
IDS_PROPITEM_TXT_003949	
IDS_PROPITEM_TXT_003950	传说中的黄金斧头
IDS_PROPITEM_TXT_003951	
IDS_PROPITEM_TXT_003952	传说中的黄金双手斧
IDS_PROPITEM_TXT_003953	
IDS_PROPITEM_TXT_003954	传说中的黄金拳套
IDS_PROPITEM_TXT_003955	
IDS_PROPITEM_TXT_003956	传说中的黄金法棒
IDS_PROPITEM_TXT_003957	
IDS_PROPITEM_TXT_003958	传说中的黄金法杖
IDS_PROPITEM_TXT_003959	
IDS_PROPITEM_TXT_003960	传说中的黄金令牌
IDS_PROPITEM_TXT_003961	
IDS_PROPITEM_TXT_003962	传说中的黄金弓箭
IDS_PROPITEM_TXT_003963	
IDS_PROPITEM_TXT_003964	传说中的黄金溜刃
IDS_PROPITEM_TXT_003965	
IDS_PROPITEM_TXT_003966	魔力多(小)
IDS_PROPITEM_TXT_003967	mp恢复25
IDS_PROPITEM_TXT_003968	魔力多(中)
IDS_PROPITEM_TXT_003969	mp恢复50
IDS_PROPITEM_TXT_003970	魔力多(大)
IDS_PROPITEM_TXT_003971	mp恢复75
IDS_PROPITEM_TXT_003972	强化魔力多(小)
IDS_PROPITEM_TXT_003973	mp恢复100
IDS_PROPITEM_TXT_003974	强化魔力多(中)
IDS_PROPITEM_TXT_003975	mp恢复125
IDS_PROPITEM_TXT_003976	强化魔力多(大)
IDS_PROPITEM_TXT_003977	mp恢复150
IDS_PROPITEM_TXT_003978	特调魔力多(小)
IDS_PROPITEM_TXT_003979	mp恢复175
IDS_PROPITEM_TXT_003980	特调魔力多(中)
IDS_PROPITEM_TXT_003981	mp恢复200
IDS_PROPITEM_TXT_003982	特调魔力多(大)
IDS_PROPITEM_TXT_003983	mp恢复225
IDS_PROPITEM_TXT_003984	终极魔力多
IDS_PROPITEM_TXT_003985	mp恢复250
IDS_PROPITEM_TXT_003986	解毒剂
IDS_PROPITEM_TXT_003987	
IDS_PROPITEM_TXT_003988	治疗药水
IDS_PROPITEM_TXT_003989	
IDS_PROPITEM_TXT_003990	水瓶
IDS_PROPITEM_TXT_003991	
IDS_PROPITEM_TXT_003992	油瓶
IDS_PROPITEM_TXT_003993	
IDS_PROPITEM_TXT_003994	100活力多
IDS_PROPITEM_TXT_003995	fp恢复30
IDS_PROPITEM_TXT_003996	200活力多
IDS_PROPITEM_TXT_003997	fp恢复60
IDS_PROPITEM_TXT_003998	300活力多
IDS_PROPITEM_TXT_003999	fp恢复90
IDS_PROPITEM_TXT_004000	400活力多
IDS_PROPITEM_TXT_004001	fp恢复120
IDS_PROPITEM_TXT_004002	100精力多
IDS_PROPITEM_TXT_004003	fp恢复150
IDS_PROPITEM_TXT_004004	200精力多
IDS_PROPITEM_TXT_004005	fp恢复170
IDS_PROPITEM_TXT_004006	300精力多
IDS_PROPITEM_TXT_004007	fp恢复195
IDS_PROPITEM_TXT_004008	400精力多
IDS_PROPITEM_TXT_004009	fp恢复220
IDS_PROPITEM_TXT_004010	500精力多
IDS_PROPITEM_TXT_004011	fp恢复250
IDS_PROPITEM_TXT_004012	500精力多
IDS_PROPITEM_TXT_004013	在一定时间内产生对毒的免疫力
IDS_PROPITEM_TXT_004014	迪莫耳环+1
IDS_PROPITEM_TXT_004015	损伤力＋ 8，限制等级19以上的耳环
IDS_PROPITEM_TXT_004016	迪莫耳环+2
IDS_PROPITEM_TXT_004017	损伤力＋ 13，限制等级31以上的耳环
IDS_PROPITEM_TXT_004018	迪莫耳环+3
IDS_PROPITEM_TXT_004019	损伤力＋ 19，限制等级41以上的耳环
IDS_PROPITEM_TXT_004020	迪莫耳环+4
IDS_PROPITEM_TXT_004021	损伤力＋ 22，限制等级49以上的耳环
IDS_PROPITEM_TXT_004022	迪莫耳环+5
IDS_PROPITEM_TXT_004023	损伤力＋ 26，限制等级57以上的耳环
IDS_PROPITEM_TXT_004024	迪莫耳环+6
IDS_PROPITEM_TXT_004025	损伤力＋ 31，限制等级67以上的耳环
IDS_PROPITEM_TXT_004026	普拉格耳环+1
IDS_PROPITEM_TXT_004027	防御力＋ 39，限制等级19以上的耳环
IDS_PROPITEM_TXT_004028	普拉格耳环+2
IDS_PROPITEM_TXT_004029	防御力＋ 60，限制等级31以上的耳环
IDS_PROPITEM_TXT_004030	普拉格耳环+3
IDS_PROPITEM_TXT_004031	防御力＋ 80，限制等级40以上的耳环
IDS_PROPITEM_TXT_004032	普拉格耳环+4
IDS_PROPITEM_TXT_004033	防御力＋ 94，限制等级49以上的耳环
IDS_PROPITEM_TXT_004034	普拉格耳环+5
IDS_PROPITEM_TXT_004035	防御力＋ 109，限制等级57以上的耳环
IDS_PROPITEM_TXT_004036	普拉格耳环+6
IDS_PROPITEM_TXT_004037	防御力＋ 128，限制等级67以上的耳环
IDS_PROPITEM_TXT_004038	钴文项链+1
IDS_PROPITEM_TXT_004039	最大HP＋ 82，限制等级9以上的项链
IDS_PROPITEM_TXT_004040	钴文项链+2
IDS_PROPITEM_TXT_004041	最大HP＋ 118，限制等级15以上的项链
IDS_PROPITEM_TXT_004042	钴文项链+3
IDS_PROPITEM_TXT_004043	最大HP＋ 166，限制等级23以上的项链
IDS_PROPITEM_TXT_004044	钴文项链+4
IDS_PROPITEM_TXT_004045	最大HP＋ 226，限制等级33以上的项链
IDS_PROPITEM_TXT_004046	钴文项链+5
IDS_PROPITEM_TXT_004047	最大HP＋ 286，限制等级43以上的项链
IDS_PROPITEM_TXT_004048	钴文项链+6
IDS_PROPITEM_TXT_004049	最大HP＋ 358，限制等级55以上的项链
IDS_PROPITEM_TXT_004050	媚丹项链+1
IDS_PROPITEM_TXT_004051	最大MP＋ 57，限制等级10以上的项链
IDS_PROPITEM_TXT_004052	媚丹项链+2
IDS_PROPITEM_TXT_004053	最大MP＋ 79，限制等级17以上的项链
IDS_PROPITEM_TXT_004054	媚丹项链+3
IDS_PROPITEM_TXT_004055	最大MP＋ 108，限制等级25以上的项链
IDS_PROPITEM_TXT_004056	媚丹项链+4
IDS_PROPITEM_TXT_004057	最大MP＋ 144，限制等级35以上的项链
IDS_PROPITEM_TXT_004058	媚丹项链+5
IDS_PROPITEM_TXT_004059	最大MP＋ 180，限制等级45以上的项链
IDS_PROPITEM_TXT_004060	媚丹项链+6
IDS_PROPITEM_TXT_004061	最大MP＋ 223，限制等级57以上的项链
IDS_PROPITEM_TXT_004062	妃玹项链+1
IDS_PROPITEM_TXT_004063	最大FP＋ 65，限制等级11以上的项链
IDS_PROPITEM_TXT_004064	妃玹项链+2
IDS_PROPITEM_TXT_004065	最大FP＋ 84，限制等级19以上的项链
IDS_PROPITEM_TXT_004066	妃玹项链+3
IDS_PROPITEM_TXT_004067	最大FP＋ 109，限制等级27以上的项链
IDS_PROPITEM_TXT_004068	妃玹项链+4
IDS_PROPITEM_TXT_004069	最大FP＋ 141，限制等级37以上的项链
IDS_PROPITEM_TXT_004070	妃玹项链+5
IDS_PROPITEM_TXT_004071	最大FP＋ 173，限制等级47以上的项链
IDS_PROPITEM_TXT_004072	妃玹项链+6
IDS_PROPITEM_TXT_004073	最大FP＋ 212，限制等级59以上的项链
IDS_PROPITEM_TXT_004074	活力戒指+1
IDS_PROPITEM_TXT_004075	力量＋ 2，限制等级21以上的戒指
IDS_PROPITEM_TXT_004076	活力戒指+2
IDS_PROPITEM_TXT_004077	力量＋ 3，限制等级31以上的戒指
IDS_PROPITEM_TXT_004078	活力戒指+3
IDS_PROPITEM_TXT_004079	力量＋ 4，限制等级41以上的戒指
IDS_PROPITEM_TXT_004080	活力戒指+4
IDS_PROPITEM_TXT_004081	力量＋ 5，限制等级51以上的戒指
IDS_PROPITEM_TXT_004082	活力戒指+5
IDS_PROPITEM_TXT_004083	力量＋ 6，限制等级61以上的戒指
IDS_PROPITEM_TXT_004084	活力戒指+6
IDS_PROPITEM_TXT_004085	力量＋ 7，限制等级71以上的戒指
IDS_PROPITEM_TXT_004086	音特尔戒指+1
IDS_PROPITEM_TXT_004087	智力＋ 2，限制等级21以上的戒指
IDS_PROPITEM_TXT_004088	音特尔戒指+2
IDS_PROPITEM_TXT_004089	智力＋ 3，限制等级31以上的戒指
IDS_PROPITEM_TXT_004090	音特尔戒指+3
IDS_PROPITEM_TXT_004091	智力＋ 4，限制等级41以上的戒指
IDS_PROPITEM_TXT_004092	音特尔戒指+4
IDS_PROPITEM_TXT_004093	智力＋ 5，限制等级51以上的戒指
IDS_PROPITEM_TXT_004094	音特尔戒指+5
IDS_PROPITEM_TXT_004095	智力＋ 6，限制等级61以上的戒指
IDS_PROPITEM_TXT_004096	音特尔戒指+6
IDS_PROPITEM_TXT_004097	智力＋ 7，限制等级71以上的戒指
IDS_PROPITEM_TXT_004098	欧蕾克戒指+1
IDS_PROPITEM_TXT_004099	敏捷＋ 2，限制等级23以上的戒指
IDS_PROPITEM_TXT_004100	欧蕾克戒指+2
IDS_PROPITEM_TXT_004101	敏捷＋ 3，限制等级33以上的戒指
IDS_PROPITEM_TXT_004102	欧蕾克戒指+3
IDS_PROPITEM_TXT_004103	敏捷＋ 4，限制等级43以上的戒指
IDS_PROPITEM_TXT_004104	欧蕾克戒指+4
IDS_PROPITEM_TXT_004105	敏捷＋ 5，限制等级53以上的戒指
IDS_PROPITEM_TXT_004106	欧蕾克戒指+5
IDS_PROPITEM_TXT_004107	敏捷＋ 6，限制等级63以上的戒指
IDS_PROPITEM_TXT_004108	欧蕾克戒指+6
IDS_PROPITEM_TXT_004109	敏捷＋ 7，限制等级71以上的戒指
IDS_PROPITEM_TXT_004110	史丹姆戒指+1
IDS_PROPITEM_TXT_004111	体力＋ 2，限制等级23以上的戒指
IDS_PROPITEM_TXT_004112	史丹姆戒指+2
IDS_PROPITEM_TXT_004113	体力＋ 3，限制等级33以上的戒指
IDS_PROPITEM_TXT_004114	史丹姆戒指+3
IDS_PROPITEM_TXT_004115	体力＋ 4，限制等级43以上的戒指
IDS_PROPITEM_TXT_004116	史丹姆戒指+4
IDS_PROPITEM_TXT_004117	体力＋ 5，限制等级53以上的戒指
IDS_PROPITEM_TXT_004118	史丹姆戒指+5
IDS_PROPITEM_TXT_004119	体力＋ 6，限制等级63以上的戒指
IDS_PROPITEM_TXT_004120	史丹姆戒指+6
IDS_PROPITEM_TXT_004121	体力＋ 7，限制等级71以上的戒指
IDS_PROPITEM_TXT_004122	活力戒指
IDS_PROPITEM_TXT_004123	力量增加1的戒指
IDS_PROPITEM_TXT_004124	音特尔戒指
IDS_PROPITEM_TXT_004125	智力增加1的戒指
IDS_PROPITEM_TXT_004126	史丹姆戒指
IDS_PROPITEM_TXT_004127	体力增加1的戒指
IDS_PROPITEM_TXT_004128	欧蕾克戒指
IDS_PROPITEM_TXT_004129	敏捷增加1的戒指
IDS_PROPITEM_TXT_004130	麦提尔+1
IDS_PROPITEM_TXT_004131	损伤力＋ 100，限制等级60以上的耳环
IDS_PROPITEM_TXT_004132	麦提尔+2
IDS_PROPITEM_TXT_004133	损伤力＋ 150，限制等级75以上的耳环
IDS_PROPITEM_TXT_004134	麦提尔+3
IDS_PROPITEM_TXT_004135	损伤力＋ 200，限制等级90以上的耳环
IDS_PROPITEM_TXT_004136	潘德鲁+1
IDS_PROPITEM_TXT_004137	防御力＋ 100，限制等级60以上的耳环
IDS_PROPITEM_TXT_004138	潘德鲁+2
IDS_PROPITEM_TXT_004139	防御力＋ 150，限制等级75以上的耳环
